state,species,taxon_general,taxon_specific,Ranking,Notes,acceptedName
connecticut,Hemileuca maia,Invertebrates,Insects,E,NA,Hemileuca maia
connecticut,Hybomitra longiglossa,Invertebrates,Insects,E,NA,Hybomitra longiglossa
connecticut,Magicicada septendecula,Invertebrates,Insects,E,NA,Magicicada septendecula
connecticut,Papaipema leucostigma,Invertebrates,Insects,E,NA,Papaipema leucostigma
connecticut,Papaipema marginidens,Invertebrates,Insects,E,NA,Papaipema marginidens
connecticut,Phyllonorycter ledella,Invertebrates,Insects,E,NA,Phyllonorycter ledella
connecticut,Schinia gracilenta,Invertebrates,Insects,E,NA,Schinia gracilenta
connecticut,Speyeria atlantis,Invertebrates,Insects,E,NA,Speyeria atlantis
connecticut,Tibicen auletes,Invertebrates,Insects,E,NA,Megatibicen auletes
connecticut,Williamsonia lintneri,Invertebrates,Insects,E,NA,Williamsonia lintneri
connecticut,Zale curema,Invertebrates,Insects,E,NA,Zale curema
connecticut,Alasmidonta heterodon,Invertebrates,Mollusks,E,NA,Alasmidonta heterodon
connecticut,Alasmidonta varicosa,Invertebrates,Mollusks,E,NA,Alasmidonta varicosa
connecticut,Eubranchipus holmanii,Invertebrates,Crustaceans,E,NA,Eubranchipus holmanii
connecticut,Lampsilis cariosa,Invertebrates,Mollusks,E,NA,Lampsilis cariosa
connecticut,Cryptotis parva,Mammals,NA,E,NA,Cryptotis parva
connecticut,Myotis leibii,Mammals,NA,E,NA,Myotis leibii
connecticut,Myotis lucifugus,Mammals,NA,E,NA,Myotis lucifugus
connecticut,Myotis septentrionalis,Mammals,NA,E,NA,Myotis septentrionalis
connecticut,Myotis sodalis,Mammals,NA,E,NA,Myotis sodalis
connecticut,Perimyotis subflavus,Mammals,NA,E,NA,Perimyotis subflavus
connecticut,Abies balsamea,Plants,NA,E,NA,Abies balsamea
connecticut,Agalinis acuta,Plants,NA,E,NA,Agalinis acuta
connecticut,Agastache nepetoides,Plants,NA,E,NA,Agastache nepetoides
connecticut,Agastache scrophulariifolia,Plants,NA,E,NA,Agastache scrophulariifolia
connecticut,Ageratina aromatica,Plants,NA,E,NA,Ageratina aromatica
connecticut,Angelica lucida,Plants,NA,E,NA,Angelica lucida
connecticut,Arceuthobium pusillum,Plants,NA,E,NA,Arceuthobium pusillum
connecticut,Aristida purpurascens,Plants,NA,E,NA,Aristida purpurascens
connecticut,Aristida tuberculosa,Plants,NA,E,NA,Aristida tuberculosa
connecticut,Asclepias viridiflora,Plants,NA,E,NA,Asclepias viridiflora
connecticut,Bidens eatonii,Plants,NA,E,NA,Bidens eatonii
connecticut,Bouteloua curtipendula,Plants,NA,E,NA,Bouteloua curtipendula
connecticut,Carex alata,Plants,NA,E,NA,Carex alata
connecticut,Carex backii,Plants,NA,E,NA,Carex backii
connecticut,Carex barrattii,Plants,NA,E,NA,Carex barrattii
connecticut,Carex buxbaumii,Plants,NA,E,NA,Carex buxbaumii
connecticut,Carex castanea,Plants,NA,E,NA,Carex castanea
connecticut,Carex exilis,Plants,NA,E,NA,Carex exilis
connecticut,Carex magellanica,Plants,NA,E,NA,Carex magellanica
connecticut,Carex polymorpha,Plants,NA,E,NA,Carex polymorpha
connecticut,Carex pseudocyperus,Plants,NA,E,NA,Carex pseudocyperus
connecticut,Carex reznicekii,Plants,NA,E,NA,Carex reznicekii
connecticut,Carex schweinitzii,Plants,NA,E,NA,Carex schweinitzii
connecticut,Carex willdenowii,Plants,NA,E,NA,Carex willdenowii
connecticut,Castilleja coccinea,Plants,NA,E,NA,Castilleja coccinea
connecticut,Chamaelirium luteum,Plants,NA,E,NA,Chamaelirium luteum
connecticut,Cirsium horridulum,Plants,NA,E,NA,Cirsium horridulum
connecticut,Coeloglossum viride,Plants,NA,E,NA,Dactylorhiza viridis
connecticut,Crassula aquatica,Plants,NA,E,NA,Crassula aquatica
connecticut,Cryptogramma stelleri,Plants,NA,E,NA,Cryptogramma stelleri
connecticut,Cypripedium reginae,Plants,NA,E,NA,Cypripedium reginae
connecticut,Desmodium cuspidatum,Plants,NA,E,NA,Desmodium cuspidatum
connecticut,Dichanthelium scabriusculum,Plants,NA,E,NA,Panicum scabriusculum
connecticut,Diplazium pycnocarpon,Plants,NA,E,NA,Homalosorus pycnocarpos
connecticut,Dryopteris campyloptera,Plants,NA,E,NA,Dryopteris campyloptera
connecticut,Echinodorus tenellus,Plants,NA,E,NA,Helanthium tenellum
connecticut,Eleocharis equisetoides,Plants,NA,E,NA,Eleocharis equisetoides
connecticut,Eleocharis quadrangulata,Plants,NA,E,NA,Eleocharis quadrangulata
connecticut,Equisetum pratense,Plants,NA,E,NA,Equisetum pratense
connecticut,Equisetum scirpoides,Plants,NA,E,NA,Equisetum scirpoides
connecticut,Eriocaulon parkeri,Plants,NA,E,NA,Eriocaulon parkeri
connecticut,Eupatorium album,Plants,NA,E,NA,Eupatorium album
connecticut,Eurybia radula,Plants,NA,E,NA,Eurybia radulina
connecticut,Floerkea proserpinacoides,Plants,NA,E,NA,Floerkea proserpinacoides
connecticut,Galium labradoricum,Plants,NA,E,NA,Galium labradoricum
connecticut,Gentianella quinquefolia,Plants,NA,E,NA,Gentianella quinquefolia
connecticut,Hudsonia ericoides,Plants,NA,E,NA,Hudsonia ericoides
connecticut,Hydrastis canadensis,Plants,NA,E,NA,Hydrastis canadensis
connecticut,Hydrocotyle umbellata,Plants,NA,E,NA,Hydrocotyle umbellata
connecticut,Hydrocotyle verticillata,Plants,NA,E,NA,Hydrocotyle verticillata
connecticut,Isotria medeoloides,Plants,NA,E,NA,Isotria medeoloides
connecticut,Lachnanthes caroliniana,Plants,NA,E,NA,Lachnanthes caroliniana
connecticut,Leptochloa fusca,Plants,NA,E,NA,Leptochloa fusca
connecticut,Ligusticum scoticum,Plants,NA,E,NA,Ligusticum scoticum
connecticut,Linnaea borealis,Plants,NA,E,NA,Linnaea borealis
connecticut,Linum sulcatum,Plants,NA,E,NA,Linum sulcatum
connecticut,Liparis liliifolia,Plants,NA,E,NA,Liparis liliifolia
connecticut,Ludwigia sphaerocarpa,Plants,NA,E,NA,Ludwigia sphaerocarpa
connecticut,Lycopodiella alopecuroides,Plants,NA,E,NA,Lycopodiella alopecuroides
connecticut,Lythrum alatum,Plants,NA,E,NA,Lythrum alatum
connecticut,Malaxis brachypoda,Plants,NA,E,NA,Malaxis monophyllos
connecticut,Malaxis unifolia,Plants,NA,E,NA,Malaxis unifolia
connecticut,Milium effusum,Plants,NA,E,NA,Milium effusum
connecticut,Minuartia glabra,Plants,NA,E,NA,Mononeuria glabra
connecticut,Moehringia macrophylla,Plants,NA,E,NA,Moehringia macrophylla
connecticut,Moneses uniflora,Plants,NA,E,NA,Moneses uniflora
connecticut,Muhlenbergia capillaris,Plants,NA,E,NA,Muhlenbergia capillaris
connecticut,Myriophyllum alterniflorum,Plants,NA,E,NA,Myriophyllum alterniflorum
connecticut,Myriophyllum pinnatum,Plants,NA,E,NA,Myriophyllum pinnatum
connecticut,Oclemena nemoralis,Plants,NA,E,NA,Oclemena nemoralis
connecticut,Oligoneuron album,Plants,NA,E,NA,Solidago ptarmicoides
connecticut,Oligoneuron rigidum,Plants,NA,E,NA,Solidago rigida
connecticut,Onosmodium virginianum,Plants,NA,E,NA,Lithospermum virginianum
connecticut,Ophioglossum pusillum,Plants,NA,E,NA,Ophioglossum pusillum
connecticut,Ophioglossum vulgatum,Plants,NA,E,NA,Ophioglossum vulgatum
connecticut,Packera anonyma,Plants,NA,E,NA,Packera anonyma
connecticut,Packera paupercula,Plants,NA,E,NA,Packera paupercula
connecticut,Pellaea glabella,Plants,NA,E,NA,Pellaea glabella
connecticut,Pinus resinosa,Plants,NA,E,NA,Pinus resinosa
connecticut,Piptatherum pungens,Plants,NA,E,NA,Piptatheropsis pungens
connecticut,Pityopsis falcata,Plants,NA,E,NA,Pityopsis falcata
connecticut,Platanthera blephariglottis,Plants,NA,E,NA,Platanthera blephariglottis
connecticut,Platanthera ciliaris,Plants,NA,E,NA,Platanthera ciliaris
connecticut,Polygala cruciata,Plants,NA,E,NA,Polygala cruciata
connecticut,Polygala senega,Plants,NA,E,NA,Polygala senega
connecticut,Polymnia canadensis,Plants,NA,E,NA,Polymnia canadensis
connecticut,Potamogeton confervoides,Plants,NA,E,NA,Potamogeton confervoides
connecticut,Potamogeton friesii,Plants,NA,E,NA,Potamogeton friesii
connecticut,Potamogeton hillii,Plants,NA,E,NA,Potamogeton hillii
connecticut,Potamogeton ogdenii,Plants,NA,E,NA,Potamogeton ogdenii
connecticut,Potamogeton strictifolius,Plants,NA,E,NA,Potamogeton strictifolius
connecticut,Pycnanthemum torrei,Plants,NA,E,NA,Pycnanthemum torreyi
connecticut,Ranunculus ambigens,Plants,NA,E,NA,Ranunculus ambigens
connecticut,Ranunculus cymbalaria,Plants,NA,E,NA,Halerpestes cymbalaria
connecticut,Rhynchospora capillacea,Plants,NA,E,NA,Rhynchospora capillacea
connecticut,Rhynchospora scirpoides,Plants,NA,E,NA,Rhynchospora scirpoides
connecticut,Ribes triste,Plants,NA,E,NA,Ribes triste
connecticut,Rubus dalibarda,Plants,NA,E,NA,Dalibarda repens
connecticut,Sabatia stellaris,Plants,NA,E,NA,Sabatia stellaris
connecticut,Sagittaria cuneata,Plants,NA,E,NA,Sagittaria cuneata
connecticut,Sagittaria teres,Plants,NA,E,NA,Sagittaria teres
connecticut,Salix exigua,Plants,NA,E,NA,Salix exigua
connecticut,Salix pedicellaris,Plants,NA,E,NA,Salix pedicellaris
connecticut,Saururus cernuus,Plants,NA,E,NA,Saururus cernuus
connecticut,Scheuchzeria palustris,Plants,NA,E,NA,Scheuchzeria palustris
connecticut,Scleria pauciflora,Plants,NA,E,NA,Scleria pauciflora
connecticut,Scleria reticularis,Plants,NA,E,NA,Scleria reticularis
connecticut,Scleria triglomerata,Plants,NA,E,NA,Scleria triglomerata
connecticut,Scutellaria integrifolia,Plants,NA,E,NA,Scutellaria integrifolia
connecticut,Scutellaria parvula,Plants,NA,E,NA,Scutellaria parvula
connecticut,Senecio suaveolens,Plants,NA,E,NA,Senecio suaveolens
connecticut,Sparganium fluctuans,Plants,NA,E,NA,Sparganium fluctuans
connecticut,Sparganium natans,Plants,NA,E,NA,Sparganium natans
connecticut,Sporobolus clandestinus,Plants,NA,E,NA,Sporobolus clandestinus
connecticut,Sporobolus heterolepis,Plants,NA,E,NA,Sporobolus heterolepis
connecticut,Sporobolus neglectus,Plants,NA,E,NA,Sporobolus neglectus
connecticut,Stachys hyssopifolia,Plants,NA,E,NA,Stachys hyssopifolia
connecticut,Taenidia integerrima,Plants,NA,E,NA,Taenidia integerrima
connecticut,Trichostema brachiatum,Plants,NA,E,NA,Trichostema brachiatum
connecticut,Triosteum angustifolium,Plants,NA,E,NA,Triosteum angustifolium
connecticut,Triphora trianthophora,Plants,NA,E,NA,Triphora trianthophoros
connecticut,Trisetum spicatum,Plants,NA,E,NA,Trisetum spicatum
connecticut,Utricularia resupinata,Plants,NA,E,NA,Utricularia resupinata
connecticut,Uvularia grandiflora,Plants,NA,E,NA,Uvularia grandiflora
connecticut,Vaccinium myrtilloides,Plants,NA,E,NA,Vaccinium myrtilloides
connecticut,Viola adunca,Plants,NA,E,NA,Viola adunca
connecticut,Viola brittoniana,Plants,NA,E,NA,Viola brittoniana
connecticut,Viola renifolia,Plants,NA,E,NA,Viola renifolia
connecticut,Waldsteinia fragarioides,Plants,NA,E,NA,Geum fragarioides
connecticut,Xyris smalliana,Plants,NA,E,NA,Xyris smalliana
connecticut,Zizia aptera,Plants,NA,E,NA,Zizia aptera
connecticut,Crotalus horridus,Reptiles,Snakes,E,NA,Crotalus horridus
connecticut,Dermochelys coriacea,Reptiles,Turtles,E,Marine,Dermochelys coriacea
connecticut,Glyptemys muhlenbergii,Reptiles,Turtles,E,NA,Glyptemys muhlenbergii
connecticut,Lepidochelys kempii,Reptiles,Turtles,E,Marine,Lepidochelys kempii
delaware,Pseudotriton montanus,Amphibians,Salamanders,E,NA,Pseudotriton montanus
delaware,Ambystoma tigrinum,Amphibians,Salamanders,E,NA,Ambystoma tigrinum
delaware,Hyla gratiosa,Amphibians,Frogs/Toads,E,NA,Hyla gratiosa
delaware,Podilymbus podiceps,Birds,NA,E,Breeding population only,Podilymbus podiceps
delaware,Circus cyaneus,Birds,NA,E,Breeding population only,Circus cyaneus
delaware,Buteo platypterus,Birds,NA,E,Breeding population only,Buteo platypterus
delaware,Nycticorax nycticorax,Birds,NA,E,NA,Nycticorax nycticorax
delaware,Nyctanassa violacea,Birds,NA,E,NA,Nycticorax violaceus
delaware,Falco sparverius,Birds,NA,E,NA,Falco sparverius
delaware,Calidris canutus,Birds,NA,E,NA,Calidris canutus
delaware,Charadrius melodus,Birds,NA,E,NA,Charadrius melodus
delaware,Asio flammeus,Birds,NA,E,Breeding population only,Asio flammeus
delaware,Haematopus palliatus,Birds,NA,E,NA,Haematopus palliatus
delaware,Laterallus jamaicensis,Birds,NA,E,NA,Laterallus jamaicensis
delaware,Bartramia longicauda,Birds,NA,E,NA,Bartramia longicauda
delaware,Rynchops niger,Birds,NA,E,NA,Rynchops niger
delaware,Ammodramus henslowii,Birds,NA,E,NA,Ammodramus henslowii
delaware,Sterna hirundo,Birds,NA,E,Breding population only,Sterna hirundo
delaware,Sterna forsteri,Birds,NA,E,Breding population only,Sterna forsteri
delaware,Sterna antillarum,Birds,NA,E,NA,Sternula antillarum
delaware,Setophaga cerulea,Birds,NA,E,NA,Setophaga cerulea
delaware,Setophaga citrina,Birds,NA,E,Breeding population only,Setophaga citrina
delaware,Limnothlypis swainsonii,Birds,NA,E,NA,Limnothlypis swainsonii
delaware,Cistothorus platensis,Birds,NA,E,NA,Cistothorus platensis
delaware,Etheostoma vitreum,Fish,NA,E,NA,Etheostoma vitreum
delaware,Cottus caeruleomentum,Fish,NA,E,NA,Cottus caeruleomentum
delaware,Notropis bifrenatus,Fish,NA,E,NA,Notropis bifrenatus
delaware,Notropis chalybaeus,Fish,NA,E,NA,Notropis chalybaeus
delaware,Acipenser oxyrhynchus,Fish,NA,E,NA,Acipenser oxyrinchus
delaware,Acipenser brevirostrum,Fish,NA,E,NA,Acipenser brevirostrum
delaware,Enneacanthus chaetodon,Fish,NA,E,NA,Enneacanthus chaetodon
delaware,Lampsilis cariosa,Invertebrates,Mollusks,E,NA,Lampsilis cariosa
delaware,Lampsilis radiata,Invertebrates,Mollusks,E,NA,Lampsilis radiata
delaware,Alasmidonta heterodon,Invertebrates,Mollusks,E,NA,Alasmidonta heterodon
delaware,Ligumia nasuta,Invertebrates,Mollusks,E,NA,Sagittunio nasutus
delaware,Alasmidonta varicosa,Invertebrates,Mollusks,E,NA,Alasmidonta varicosa
delaware,Alasmidonta undulata,Invertebrates,Mollusks,E,NA,Alasmidonta undulata
delaware,Leptodea ochracea,Invertebrates,Mollusks,E,NA,Leptodea ochracea
delaware,Cicindela lepida,Invertebrates,Insects,E,NA,NA
delaware,Hydrochus spangleri,Invertebrates,Insects,E,NA,Hydrochus yadavi
delaware,Enallagma dubium,Invertebrates,Insects,E,NA,Enallagma dubium
delaware,Enallagma pallidum,Invertebrates,Insects,E,NA,Enallagma pallidum
delaware,Euphydryas phaeton,Invertebrates,Insects,E,NA,Euphydryas phaeton
delaware,Gomphus apomyius,Invertebrates,Insects,E,NA,Gomphus apomyius
delaware,Stylurus laurae,Invertebrates,Insects,E,NA,Stylurus laurae
delaware,Gomphus fraternus,Invertebrates,Insects,E,NA,Gomphus fraternus
delaware,Gomphus rogersi,Invertebrates,Insects,E,NA,Gomphus rogersi
delaware,Aeshna tuberculifera,Invertebrates,Insects,E,NA,Aeshna tuberculifera
delaware,Gomphaeschna antelope,Invertebrates,Insects,E,NA,Gomphaeschna antilope
delaware,Euphyes conspicua,Invertebrates,Insects,E,NA,Euphyes conspicua
delaware,Somatochlora provocans,Invertebrates,Insects,E,NA,Somatochlora provocans
delaware,Photuris bethaniensis,Invertebrates,Insects,E,NA,Photuris bethaniensis
delaware,Mitoura hesseli,Invertebrates,Insects,E,NA,Mitoura hesseli
delaware,Satyrium kingi,Invertebrates,Insects,E,NA,Strymon kingi
delaware,Papaipema araliae,Invertebrates,Insects,E,NA,Papaipema araliae
delaware,Papaipema duplicatus,Invertebrates,Insects,E,NA,Papaipema duplicatus
delaware,Papaipema maritima,Invertebrates,Insects,E,NA,Papaipema maritima
delaware,Papaipema appassionata,Invertebrates,Insects,E,NA,Papaipema appassionata
delaware,Papaipema astuta,Invertebrates,Insects,E,NA,Papaipema astuta
delaware,Nannothemis bella,Invertebrates,Insects,E,NA,Nannothemis bella
delaware,Problema bulenta,Invertebrates,Insects,E,NA,Problema bulenta
delaware,Cordulegaster bilineata,Invertebrates,Insects,E,NA,Cordulegaster bilineata
delaware,Helocordulia selysii,Invertebrates,Insects,E,NA,Helocordulia selysii
delaware,Catocala marmorata,Invertebrates,Insects,E,NA,Catocala marmorata
delaware,Catocala ulalume,Invertebrates,Insects,E,NA,Catocala ulalume
delaware,Poanes massasoit,Invertebrates,Insects,E,NA,Poanes massasoit
delaware,Myotis lucifugus,Mammals,NA,E,NA,Myotis lucifugus
delaware,Myotis septentrionalis,Mammals,NA,E,NA,Myotis septentrionalis
delaware,Sciurus niger,Mammals,NA,E,NA,Sciurus niger
delaware,Balaenoptera musculus,Mammals,NA,E,Marine,Balaenoptera musculus
delaware,Balaenoptera physalus,Mammals,NA,E,Marine,Balaenoptera physalus
delaware,Megaptera novaengliae,Mammals,NA,E,Marine,Megaptera novaeangliae
delaware,Eubalaena glacialis,Mammals,NA,E,Marine,Eubalaena glacialis
delaware,Balaenoptera borealis,Mammals,NA,E,Marine,Balaenoptera borealis
delaware,Physeter macrocephalus,Mammals,NA,E,Marine,Physeter macrocephalus
delaware,Dermochelys coriacea,Reptiles,Turtles,E,Marine,Dermochelys coriacea
delaware,Lepidochelys kempii,Reptiles,Turtles,E,Marine,Lepidochelys kempii
delaware,Chelonia mydas,Reptiles,Turtles,E,Marine,Chelonia mydas
delaware,Caretta caretta,Reptiles,Turtles,E,Marine,Caretta caretta
delaware,Clemmys muhlenbergii,Reptiles,Turtles,E,NA,Glyptemys muhlenbergii
delaware,Elaphe guttata,Reptiles,Snakes,E,NA,Pantherophis guttatus
delaware,Cemophora coccinea,Reptiles,Snakes,E,NA,Cemophora coccinea
delaware,Nerodia erythrogaster,Reptiles,Snakes,E,NA,Nerodia erythrogaster
florida,Acacia anguistissima,Plants,NA,E,NA,Acaciella angustissima
florida,Acacia choriophylla,Plants,NA,E,NA,Acacia chordophylla
florida,Acacia tortuosa,Plants,NA,E,NA,NA
florida,Actaea pachypoda,Plants,NA,E,NA,Actaea pachypoda
florida,Adiantum melanoleucum,Plants,NA,E,NA,Adiantum melanoleucum
florida,Adiantum tenerum,Plants,NA,E,NA,Adiantum tenerum
florida,Aeschynomene pratensis,Plants,NA,E,NA,Aeschynomene pratensis
florida,Agalinis georgiana,Plants,NA,E,NA,Agalinis fasciculata
florida,Agave neglecta,Plants,NA,E,NA,Agave weberi
florida,Ageratum littorale,Plants,NA,E,NA,Ageratum littorale
florida,Aletris bracteata,Plants,NA,E,NA,Aletris bracteata
florida,Alvaradoa amorphoides,Plants,NA,E,NA,Alvaradoa amorphoides
florida,Amorpha crenulata,Plants,NA,E,NA,Amorpha crenulata
florida,Anemia wrightii,Plants,NA,E,NA,Anemia wrightii
florida,Aquilegia canadensis,Plants,NA,E,NA,Aquilegia canadensis
florida,Argusia gnaphalodes,Plants,NA,E,NA,Tournefortia gnaphalodes
florida,Argythamnia blodgettii,Plants,NA,E,NA,Ditaxis argothamnoides
florida,Aristolochia pentandra,Plants,NA,E,NA,Aristolochia pentandra
florida,Aristolochia tomentosa,Plants,NA,E,NA,Aristolochia tomentosa
florida,Arnica acaulis,Plants,NA,E,NA,Arnica acaulis
florida,Arnoglossum album,Plants,NA,E,NA,Arnoglossum album
florida,Asclepias curtissii,Plants,NA,E,NA,Asclepias curtissii
florida,Asclepias viridiflora,Plants,NA,E,NA,Asclepias viridiflora
florida,Asimina tetramera,Plants,NA,E,NA,Asimina tetramera
florida,Asplenium auritum,Plants,NA,E,NA,Asplenium auritum
florida,Asplenium dentatum,Plants,NA,E,NA,Asplenium dentatum
florida,Asplenium monanthes,Plants,NA,E,NA,Asplenium monanthes
florida,Asplenium pumilum,Plants,NA,E,NA,Asplenium pumilum
florida,Asplenium serratum,Plants,NA,E,NA,Asplenium serratum
florida,Asplenium verecundum,Plants,NA,E,NA,Asplenium verecundum
florida,Aster hemisphericus,Plants,NA,E,NA,Aster hemisphaericus
florida,Aster spinulosus,Plants,NA,E,NA,Eurybia spinulosa
florida,Baccharis dioica,Plants,NA,E,NA,Baccharis dioica
florida,Balduina atropurpurea,Plants,NA,E,NA,Balduina atropurpurea
florida,Baptisia calycosa,Plants,NA,E,NA,Baptisia calycosa
florida,Baptisia megacarpa,Plants,NA,E,NA,Baptisia megacarpa
florida,Basiphyllaea corallicola,Plants,NA,E,NA,Basiphyllaea corallicola
florida,Bigelowia nuttallii,Plants,NA,E,NA,Bigelowia nuttallii
florida,Blechnum occidentale,Plants,NA,E,NA,Blechnum occidentale
florida,Bonamia grandiflora,Plants,NA,E,NA,Bonamia grandiflora
florida,Bourreria cassinifolia,Plants,NA,E,NA,Bourreria cassinifolia
florida,Bourreria radula,Plants,NA,E,NA,Bourreria tomentosa
florida,Bourreria succulenta,Plants,NA,E,NA,Bourreria succulenta
florida,Brassia caudata,Plants,NA,E,NA,Brassia caudata
florida,Brickellia cordifolia,Plants,NA,E,NA,Brickellia cordifolia
florida,Brickellia mosieri,Plants,NA,E,NA,Brickellia eupatorioides
florida,Bulbophyllum pachyrachis,Plants,NA,E,NA,Bulbophyllum pachyrachis
florida,Burmannia flava,Plants,NA,E,NA,Burmannia flava
florida,Caesalpinia major,Plants,NA,E,NA,Caesalpinia globulorum
florida,Caesalpinia pauciflora,Plants,NA,E,NA,Caesalpinia pauciflora
florida,Calamintha georgiana,Plants,NA,E,NA,Clinopodium carolinianum
florida,Calliphysalis carpenteri,Plants,NA,E,NA,Calliphysalis carpenteri
florida,Callirhoe papaver,Plants,NA,E,NA,Callirhoe papaver
florida,Calycanthus floridus,Plants,NA,E,NA,Calycanthus floridus
